,Burn_Value,EVT_Value,freq,EVT_Name,EVT_PHYS,EVT_Fuel_N,acres
947,23,7243,3,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Tr Laurentian Pine-Oak Barrens,0.00074129
948,23,7292,426,Open Water,Open Water,Ba Open Water,0.105263158
949,23,7296,98,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.024215468
950,23,7297,11,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.002718063
951,23,7298,8,Developed-High Intensity,Developed-High Intensity,Bau Developed-High Intensity,0.001976773
952,23,7301,6044,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,1.49345194
953,23,7302,26962,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,6.662218928
954,23,7362,1165,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.287867556
955,23,7366,8150,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,2.01383741
956,23,7407,37,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.009142575
957,23,7466,1466,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.362243637
958,23,7481,43864,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,10.83864591
959,23,7905,522,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.128984433
960,23,7906,540,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.133432172
961,23,7907,646,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.159624413
962,23,7908,58,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.014331604
963,23,7909,150,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.037064492
964,23,7930,103,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.025450951
965,23,7931,187,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.046207067
966,23,7932,4,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forest,0.000988386
967,23,7933,3,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Dsh Developed Ruderal Shrubland,0.00074129
968,23,7934,288,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.071163825
969,23,7952,97,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.023968372
970,23,7953,1,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,Dsh Developed Ruderal Shrub Wetland,0.000247097
971,23,7954,8,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Dgr Developed Ruderal Herbaceous Wetland,0.001976773
972,23,7974,2,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000494193
973,23,7975,22,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.005436126
974,23,7976,12,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.002965159
975,23,7977,55,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.013590314
976,23,7978,1,Eastern Cool Temperate Wheat,Agricultural,Da Wheat,0.000247097
977,23,7979,2,Eastern Cool Temperate Aquaculture,Agricultural,Da Aquaculture,0.000494193
978,23,9055,34,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.008401285
979,23,9056,8123,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,2.007165802
980,23,9057,11,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.002718063
981,23,9088,10,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.002470966
982,23,9089,10878,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,2.687916976
983,23,9101,3,Great Lakes Dune,Sparsely Vegetated,Sps Laurentian-Acadian Sparsely Vegetated Systems,0.00074129
984,23,9112,5153,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,1.273288856
985,23,9114,66,Laurentian-Acadian Alkaline Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.016308377
986,23,9117,281,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.069434149
987,23,9118,181,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.044724487
988,23,9120,355,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.087719298
989,23,9202,25,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.006177415
990,23,9203,1,Northern Great Lakes Interdunal Wetland,Riparian,He Great Lakes Coastal Marsh Systems,0.000247097
991,23,9312,2842,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.702248579
992,23,9314,1,Northern & Central Native Ruderal Flooded & Swamp Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Flooded & Swamp Forest,0.000247097
993,23,9315,47,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.011613541
994,23,9317,37,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.009142575
995,23,9318,1,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,He Northern & Central Ruderal Wet Meadow & Marsh,0.000247097
996,23,9601,1,Great Lakes Dune Grassland,Grassland,He Great Lakes Dune Grassland,0.000247097
997,23,9617,1,Laurentian-Acadian Floodplain Shrubland,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
998,23,9620,70,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.017296763
999,23,9817,618,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.152705708
1000,24,7191,479,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.118359278
1001,24,7192,213,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.052631579
1002,24,7193,806,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.199159872
1003,24,7195,45,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.011119348
1004,24,7197,7,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.001729676
1005,24,7198,31,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.007659995
1006,24,7199,22,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.005436126
1007,24,7200,175,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.043241908
1008,24,7238,302,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.074623178
1009,24,7239,343,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.084754139
1010,24,7240,424,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.104768965
1011,24,7241,2131,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.526562886
1012,24,7242,5,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.001235483
1013,24,7243,1,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Tr Laurentian Pine-Oak Barrens,0.000247097
1014,24,7292,313,Open Water,Open Water,Ba Open Water,0.07734124
1015,24,7296,92,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.022732889
1016,24,7297,19,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.004694836
1017,24,7298,8,Developed-High Intensity,Developed-High Intensity,Bau Developed-High Intensity,0.001976773
1018,24,7301,5549,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,1.371139115
1019,24,7302,26358,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,6.512972572
1020,24,7362,1121,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.276995305
1021,24,7366,7327,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,1.810476896
1022,24,7407,33,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.008154188
1023,24,7466,858,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.212008895
1024,24,7481,34472,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,8.517914505
1025,24,7905,482,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.119100568
1026,24,7906,475,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.117370892
1027,24,7907,564,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.139362491
1028,24,7908,75,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.018532246
1029,24,7909,161,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.039782555
1030,24,7930,125,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.030887077
1031,24,7931,217,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.053619965
1032,24,7932,1,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forest,0.000247097
1033,24,7933,10,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Dsh Developed Ruderal Shrubland,0.002470966
1034,24,7934,274,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.067704472
1035,24,7952,134,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.033110946
1036,24,7954,8,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Dgr Developed Ruderal Herbaceous Wetland,0.001976773
1037,24,7974,2,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000494193
1038,24,7975,21,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.005189029
1039,24,7976,10,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.002470966
1040,24,7977,87,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.021497405
1041,24,7978,1,Eastern Cool Temperate Wheat,Agricultural,Da Wheat,0.000247097
1042,24,9055,43,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.010625154
1043,24,9056,7256,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,1.792933037
1044,24,9057,4,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.000988386
1045,24,9088,6,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.00148258
1046,24,9089,10208,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,2.522362244
1047,24,9101,3,Great Lakes Dune,Sparsely Vegetated,Sps Laurentian-Acadian Sparsely Vegetated Systems,0.00074129
1048,24,9112,5063,Laurentian Jack Pine-Red Pine Forest,Conifer,Tr Laurentian Jack Pine-Red Pine Forest,1.251050161
1049,24,9114,35,Laurentian-Acadian Alkaline Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.008648382
1050,24,9117,240,Laurentian-Acadian Floodplain Forest,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.059303188
1051,24,9118,144,Laurentian-Acadian Freshwater Marsh,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.035581913
1052,24,9120,255,Laurentian-Acadian Wet Meadow,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.063009637
1053,24,9202,8,Northern Great Lakes Coastal Marsh,Riparian,He Great Lakes Coastal Marsh Systems,0.001976773
1054,24,9203,1,Northern Great Lakes Interdunal Wetland,Riparian,He Great Lakes Coastal Marsh Systems,0.000247097
1055,24,9295,2,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,Tr Boreal Jack Pine-Black Spruce-Hardwood Forest,0.000494193
1056,24,9312,2569,Northeastern North American Temperate Forest Plantation,Conifer,Tr Northeastern North American Temperate Forest Plantation,0.634791203
1057,24,9315,29,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Tr Northern & Central Native Ruderal Forest,0.007165802
1058,24,9317,32,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Sh Northern & Central Ruderal Meadow & Shrubland,0.007907092
1059,24,9318,1,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,He Northern & Central Ruderal Wet Meadow & Marsh,0.000247097
1060,24,9617,1,Laurentian-Acadian Floodplain Shrubland,Riparian,Tr Laurentian-Acadian Floodplain Systems,0.000247097
1061,24,9620,68,Laurentian-Acadian Shrub Swamp,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.01680257
1062,24,9817,615,Northern & Central Ruderal Meadow,Exotic Herbaceous,Sh Northern & Central Ruderal Meadow & Shrubland,0.151964418
1063,25,7191,525,Recently Logged-Herb and Grass Cover,Grassland,He Recently Logged-Herb and Grass Cover,0.129725723
1064,25,7192,189,Recently Logged-Shrub Cover,Shrubland,Sh Recently Logged-Shrub Cover,0.04670126
1065,25,7193,802,Recently Logged-Tree Cover,Conifer,Tr Recently Logged-Tree Cover,0.198171485
1066,25,7195,71,Recently Burned-Herb and Grass Cover,Grassland,He Recently Burned-Herb and Grass Cover,0.01754386
1067,25,7197,1,Recently Burned-Tree Cover,Conifer,Tr Recently Burned-Tree Cover,0.000247097
1068,25,7198,29,Recently Disturbed Other-Herb and Grass Cover,Grassland,He Recently Disturbed-Herb and Grass Cover,0.007165802
1069,25,7199,24,Recently Disturbed Other-Shrub Cover,Shrubland,Sh Recently Disturbed-Shrub Cover,0.005930319
1070,25,7200,157,Recently Disturbed Other-Tree Cover,Conifer,Tr Recently Disturbed-Tree Cover,0.038794169
1071,25,7238,375,Laurentian-Acadian Northern Oak Forest,Hardwood,Tr Laurentian-Acadian Northern Oak Forest,0.092661231
1072,25,7239,342,Laurentian-Acadian Northern Pine-(Oak) Forest,Conifer-Hardwood,Tr Laurentian-Acadian Northern Pine-Oak Forest,0.084507042
1073,25,7240,383,Laurentian-Acadian Hardwood Forest,Hardwood,Tr Laurentian-Acadian Hardwood Forest,0.094638003
1074,25,7241,1974,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,Tr Laurentian-Acadian Pine-Hemlock-Hardwood Forest,0.487768718
1075,25,7242,3,Laurentian Oak Barrens,Hardwood,Tr Laurentian Oak Barrens,0.00074129
1076,25,7243,5,Laurentian Pine-Oak Barrens,Conifer-Hardwood,Tr Laurentian Pine-Oak Barrens,0.001235483
1077,25,7292,251,Open Water,Open Water,Ba Open Water,0.06202125
1078,25,7296,89,Developed-Low Intensity,Developed-Low Intensity,Bau Developed-Low Intensity,0.021991599
1079,25,7297,17,Developed-Medium Intensity,Developed-Medium Intensity,Bau Developed-Medium Intensity,0.004200642
1080,25,7298,9,Developed-High Intensity,Developed-High Intensity,Bau Developed-High Intensity,0.00222387
1081,25,7301,5807,Laurentian-Acadian Sub-boreal Aspen-Birch Forest,Hardwood,Tr Boreal Aspen-Birch Forest,1.434890042
1082,25,7302,28901,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,Tr Laurentian-Acadian Northern Hardwoods Forest,7.141339264
1083,25,7362,1036,Laurentian-Acadian Northern Pine Forest,Conifer,Tr Laurentian-Acadian Northern Pine Forest,0.255992093
1084,25,7366,6386,Laurentian-Acadian Pine-Hemlock Forest,Conifer,Tr Laurentian-Acadian Pine-Hemlock Forest,1.577958982
1085,25,7407,59,Laurentian Pine Barrens,Conifer,Tr Laurentian Pine Barrens,0.0145787
1086,25,7466,433,Great Lakes Wooded Dune and Swale,Riparian,Tr Great Lakes Wooded Dune and Swale,0.106992834
1087,25,7481,31173,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,Tr Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,7.702742772
1088,25,7905,587,Eastern Cool Temperate Urban Deciduous Forest,Developed,Dtd Urban Deciduous Forest,0.145045713
1089,25,7906,487,Eastern Cool Temperate Urban Evergreen Forest,Developed,Dtc Urban Evergreen Forest,0.120336051
1090,25,7907,541,Eastern Cool Temperate Urban Mixed Forest,Developed,Dtm Urban Mixed Deciduous-Evergreen Forest,0.133679269
1091,25,7908,63,Eastern Cool Temperate Urban Herbaceous,Developed,Dgr Urban Herbaceous,0.015567087
1092,25,7909,196,Eastern Cool Temperate Urban Shrubland,Developed,Dsh Urban Shrubland,0.048430936
1093,25,7930,139,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,Dtd Developed Ruderal Deciduous Forest,0.034346429
1094,25,7931,202,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,Dtc Developed Ruderal Evergreen Forest,0.049913516
1095,25,7932,3,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forest,0.00074129
1096,25,7933,17,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,Dsh Developed Ruderal Shrubland,0.004200642
1097,25,7934,267,Eastern Cool Temperate Developed Ruderal Grassland,Developed,Dgr Developed Ruderal Grassland,0.065974796
1098,25,7952,121,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,Dtm Developed Ruderal Deciduous-Evergreen Forested Wetland,0.02989869
1099,25,7953,1,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,Dsh Developed Ruderal Shrub Wetland,0.000247097
1100,25,7954,4,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,Dgr Developed Ruderal Herbaceous Wetland,0.000988386
1101,25,7974,1,Eastern Cool Temperate Row Crop,Agricultural,Da Row Crop,0.000247097
1102,25,7975,17,Eastern Cool Temperate Close Grown Crop,Agricultural,Da Close Grown Crop,0.004200642
1103,25,7976,20,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Dab Fallow/Idle Cropland,0.004941932
1104,25,7977,92,Eastern Cool Temperate Pasture and Hayland,Agricultural,Dab Pasture and Hayland,0.022732889
1105,25,9055,29,Boreal-Laurentian Bog,Riparian,Tr Boreal Acidic Peatland Systems,0.007165802
1106,25,9056,6711,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,Tr Boreal Acidic Peatland Systems,1.658265382
1107,25,9057,7,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,0.001729676
1108,25,9088,5,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,Tr Boreal Jack Pine-Black Spruce Forest,0.001235483
1109,25,9089,9767,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,Tr Boreal White Spruce-Fir Forest,2.413392637
